# РЫНОК СЛОВА ПЕРЕД ЛИЦОМ — какие классы свод ставит за этим словом.
# Собран `python3 scripts/beforeperson_market.py --собрать` по мирам, объявившим
# деятелей (манифест `actors`). Столбцы: язык, слово, показы, классы слова за ним.
# Класс объявлен ПАКЕТОМ языка; `·неизвестно` — слово, не объявленное никаким.
de	als	777	·неизвестно,лицо
de	aß	244	·неизвестно,лицо
de	fand	244	·неизвестно,лицо
de	gab	128	·неизвестно,лицо,число
de	haben	360	·неизвестно,лицо
de	hat	2615	·неизвестно,лицо
de	ist	1839	·неизвестно,лицо
de	kaufte	293	·неизвестно,лицо
de	las	244	·неизвестно,лицо
de	legte	244	·неизвестно,лицо
de	machte	252	·неизвестно,лицо
de	und	769	·неизвестно,лицо
de	wie	4234	·неизвестно,лицо
de	wird	105	лицо
en	afternoon	82	·неизвестно,лицо
en	ago	90	лицо
en	and	7883	·неизвестно,вопрос,зачин,лицо,число
en	as	4378	·неизвестно,зачин,лицо
en	ava	3394	·неизвестно,вопрос,задание,зачин,лицо
en	because	30	лицо
en	before	90	зачин,лицо
en	ben	4345	·неизвестно,вопрос,задание,зачин,лицо
en	books	3367	·неизвестно,вопрос,зачин,лицо
en	but	35	лицо
en	cards	2135	·неизвестно,вопрос,зачин,лицо
en	carla	4404	·неизвестно,вопрос,задание,зачин,лицо
en	coins	2848	·неизвестно,вопрос,зачин,лицо
en	dan	4288	·неизвестно,вопрос,задание,зачин,лицо
en	did	3159	·неизвестно,зачин,лицо,отрицание,число
en	do	1198	·неизвестно,зачин,лицо,отрицание
en	does	11626	зачин,лицо,отрицание,число
en	elena	4293	·неизвестно,вопрос,задание,зачин,лицо
en	evening	33	·неизвестно,лицо
en	felix	4159	·неизвестно,вопрос,задание,зачин,лицо
en	friday	76	·неизвестно,лицо
en	games	170	·неизвестно,вопрос,лицо
en	grace	4255	·неизвестно,вопрос,задание,зачин,лицо
en	hugo	3959	·неизвестно,вопрос,задание,зачин,лицо
en	if	507	зачин,лицо
en	is	2776	·неизвестно,зачин,лицо,отрицание,число
en	monday	95	·неизвестно,лицо
en	morning	192	·неизвестно,лицо
en	now	318	·неизвестно,вопрос,зачин,лицо
en	of	6937	·неизвестно,вопрос,задание,зачин,лицо
en	pens	1040	·неизвестно,вопрос,зачин,лицо
en	saturday	76	·неизвестно,лицо
en	so	3248	·неизвестно,зачин,лицо
en	stickers	443	·неизвестно,вопрос,лицо
en	sunday	78	·неизвестно,лицо
en	than	5374	·неизвестно,зачин,лицо,число
en	that	2076	·неизвестно,лицо
en	then	463	·неизвестно,зачин,лицо
en	thursday	86	·неизвестно,лицо
en	time	50	лицо
en	to	690	·неизвестно,зачин,лицо
en	today	326	·неизвестно,лицо
en	together	567	·неизвестно,вопрос,зачин,лицо
en	tuesday	77	·неизвестно,лицо
en	was	105	·неизвестно,лицо
en	wednesday	86	·неизвестно,лицо
en	what	1425	·неизвестно,вопрос,зачин,лицо
en	while	20	лицо
en	will	633	·неизвестно,зачин,лицо
en	year	71	·неизвестно,вопрос,зачин,лицо
en	years	1247	·неизвестно,вопрос,лицо
en	yesterday	206	·неизвестно,лицо
es	a	99	·неизвестно,лицо
es	comió	108	·неизвестно,лицо
es	compró	157	·неизвестно,лицо
es	domingo	78	·неизвестно,лицо
es	encontró	108	·неизвестно,лицо
es	gastó	24	лицо
es	hizo	252	·неизвестно,лицо
es	jueves	86	·неизвестно,лицо
es	leyó	108	·неизвестно,лицо
es	lunes	82	·неизвестно,лицо
es	martes	76	·неизвестно,лицо
es	miércoles	86	·неизвестно,лицо
es	momento	50	лицо
es	puso	108	·неизвестно,лицо
es	que	1484	·неизвестно,лицо
es	sábado	76	·неизвестно,лицо
es	tiene	2071	·неизвестно,лицо,число
es	tienen	77	·неизвестно,лицо
es	viernes	76	·неизвестно,лицо
es	y	579	·неизвестно,лицо
fr	a	4146	·неизвестно,лицо,число
fr	argent	33	·неизвестно,лицо
fr	assiettes	57	·неизвестно,лицо
fr	biscuits	46	·неизвестно,лицо
fr	choses	459	·неизвестно,лицо
fr	clés	41	·неизвестно,лицо
fr	coquillages	54	·неизвестно,лицо
fr	dimanche	78	·неизвестно,лицо
fr	et	579	·неизвестно,лицо,число
fr	fait	264	·неизвестно,лицо,число
fr	fois	358	·неизвестно,лицо
fr	histoires	68	·неизвестно,лицо
fr	jeudi	86	·неизвестно,лицо
fr	jour	50	лицо
fr	lettres	76	·неизвестно,лицо
fr	livres	973	·неизвестно,вопрос,лицо
fr	lundi	82	·неизвестно,лицо
fr	mardi	76	·неизвестно,лицо
fr	mercredi	86	·неизвестно,лицо
fr	ont	75	·неизвестно,лицо
fr	où	408	·неизвестно,вопрос,лицо
fr	pierres	68	·неизвестно,лицо
fr	pièces	465	·неизвестно,вопрос,лицо
fr	poires	109	·неизвестно,лицо
fr	pommes	529	·неизвестно,вопрос,лицо
fr	prunes	57	·неизвестно,лицо
fr	quand	110	лицо
fr	que	704	·неизвестно,лицо
fr	samedi	76	·неизвестно,лицо
fr	stylos	486	·неизвестно,вопрос,лицо
fr	tasses	49	·неизвестно,лицо
fr	vendredi	76	·неизвестно,лицо
fr	à	443	·неизвестно,лицо
it	a	340	·неизвестно,лицо
it	ad	9	лицо
it	comprato	157	·неизвестно,лицо
it	di	857	·неизвестно,вопрос,лицо
it	domenica	78	·неизвестно,лицо
it	e	659	·неизвестно,лицо
it	fatto	264	·неизвестно,лицо
it	giovedì	86	·неизвестно,лицо
it	ha	4460	·неизвестно,лицо,число
it	hanno	232	·неизвестно,лицо
it	letto	108	·неизвестно,лицо
it	lunedì	82	·неизвестно,лицо
it	mangiato	108	·неизвестно,лицо
it	martedì	76	·неизвестно,лицо
it	mercoledì	86	·неизвестно,лицо
it	messo	108	·неизвестно,лицо
it	punto	50	лицо
it	sabato	76	·неизвестно,лицо
it	speso	24	лицо
it	trovato	108	·неизвестно,лицо
it	venerdì	76	·неизвестно,лицо
nl	als	141	лицо
nl	at	244	·неизвестно,лицо
nl	dan	429	лицо
nl	deed	252	·неизвестно,лицо,число
nl	en	464	·неизвестно,лицо
nl	gaf	120	·неизвестно,лицо
nl	hebben	130	·неизвестно,лицо
nl	heeft	1747	·неизвестно,лицо,число
nl	is	128	·неизвестно,лицо,число
nl	kocht	293	·неизвестно,лицо,число
nl	las	244	·неизвестно,лицо
nl	legde	244	·неизвестно,лицо
nl	vond	244	·неизвестно,лицо
pl	a	340	·неизвестно,лицо
pl	czwartek	86	·неизвестно,лицо
pl	dlatego	336	лицо
pl	i	108	·неизвестно,лицо
pl	jest	720	·неизвестно,лицо
pl	kiedyś	50	лицо
pl	kupił	82	·неизвестно,лицо,число
pl	kupiła	73	·неизвестно,лицо,число
pl	ma	2040	·неизвестно,лицо,число
pl	mają	52	·неизвестно,лицо
pl	niedzielę	78	·неизвестно,лицо
pl	niż	570	лицо
pl	piątek	76	·неизвестно,лицо
pl	poniedziałek	82	·неизвестно,лицо
pl	położył	54	·неизвестно,лицо
pl	położyła	54	·неизвестно,лицо
pl	przeczytał	50	·неизвестно,лицо
pl	przeczytała	58	·неизвестно,лицо
pl	sobotę	76	·неизвестно,лицо
pl	teraz	80	·неизвестно,лицо
pl	wtorek	76	·неизвестно,лицо
pl	wydał	9	лицо
pl	wydała	12	лицо
pl	zjadł	58	·неизвестно,лицо
pl	zjadła	50	·неизвестно,лицо
pl	znalazł	50	·неизвестно,лицо
pl	znalazła	58	·неизвестно,лицо
pl	zrobił	180	·неизвестно,лицо,число
pl	zrobiła	120	·неизвестно,лицо,число
pl	środę	86	·неизвестно,лицо
pt	a	3279	·неизвестно,лицо
pt	ameixas	57	·неизвестно,лицо
pt	biscoitos	46	·неизвестно,лицо
pt	bolas	441	·неизвестно,вопрос,лицо
pt	canetas	481	·неизвестно,вопрос,лицо
pt	cartas	448	·неизвестно,вопрос,лицо
pt	chaves	41	·неизвестно,лицо
pt	coisas	485	·неизвестно,лицо
pt	conchas	54	·неизвестно,лицо
pt	contos	68	·неизвестно,лицо
pt	domingo	73	·неизвестно,лицо
pt	e	435	·неизвестно,вопрос,лицо,число
pt	feira	431	·неизвестно,лицо
pt	flores	353	·неизвестно,вопрос,лицо
pt	gastou	24	лицо
pt	livros	863	·неизвестно,вопрос,лицо
pt	maçãs	525	·неизвестно,вопрос,лицо
pt	moedas	450	·неизвестно,вопрос,лицо
pt	momento	50	лицо
pt	o	2673	·неизвестно,вопрос,лицо
pt	onde	408	·неизвестно,лицо
pt	ovos	445	·неизвестно,вопрос,лицо
pt	para	90	·неизвестно,лицо
pt	pedras	68	·неизвестно,лицо
pt	peras	106	·неизвестно,лицо
pt	pratos	57	·неизвестно,лицо
pt	quando	110	лицо
pt	que	859	·неизвестно,вопрос,лицо
pt	sábado	75	·неизвестно,лицо
pt	tem	2110	·неизвестно,вопрос,лицо,число
pt	xícaras	49	·неизвестно,лицо
ru	а	1528	·неизвестно,лицо,отрицание
ru	будет	833	·неизвестно,лицо,число
ru	было	131	·неизвестно,лицо
ru	взял	9	·неизвестно,лицо
ru	воскресенье	78	вопрос,лицо
ru	всего	414	·неизвестно,лицо
ru	вторник	76	вопрос,лицо
ru	вчера	388	лицо
ru	выпил	9	·неизвестно,лицо
ru	вырастил	9	·неизвестно,лицо
ru	год	51	·неизвестно,лицо
ru	года	160	·неизвестно,лицо
ru	дала	29	·неизвестно,лицо
ru	дальше	135	лицо
ru	делает	10	лицо
ru	денег	128	·неизвестно,лицо
ru	держит	11	лицо
ru	если	292	·неизвестно,лицо
ru	заплатил	48	лицо
ru	заплатила	60	лицо
ru	значит	3132	·неизвестно,лицо
ru	и	2346	·неизвестно,зачин,лицо,число
ru	книг	985	·неизвестно,вопрос,лицо,отрицание,число
ru	купил	148	·неизвестно,вопрос,лицо,число
ru	купила	195	·неизвестно,вопрос,лицо,число
ru	лет	640	·неизвестно,лицо
ru	ли	742	·неизвестно,лицо
ru	назад	90	лицо
ru	назван	9	лицо
ru	написала	14	·неизвестно,лицо
ru	насколько	46	лицо
ru	нашла	110	·неизвестно,вопрос,лицо,число
ru	нашёл	111	·неизвестно,вопрос,лицо,число
ru	не	858	·неизвестно,лицо
ru	отложил	15	лицо
ru	отложила	15	лицо
ru	положил	94	·неизвестно,вопрос,лицо
ru	положила	74	·неизвестно,вопрос,лицо
ru	получил	62	·неизвестно,лицо,число
ru	получила	84	·неизвестно,лицо,число
ru	понедельник	82	вопрос,лицо
ru	потом	303	·неизвестно,зачин,лицо
ru	потому	578	вопрос,лицо
ru	продал	15	·неизвестно,лицо
